'13-2011,Accountants and auditors,Line item,1579.80004882813,1652.59997558594,4.59999990463257,124.199996948242,81680,Detail oriented,Adaptability,Problem solving and decision making,116.900001525879,Projections for 13-2011
'13-2020,Property appraisers and assessors,Line item,77.3000030517578,80.1999969482422,3.79999995231628,6.30000019073486,65420,Writing and reading,Computers and information technology,Problem solving and decision making,6,Projections for 13-2020
'13-2031,Budget analysts,Line item,50.4000015258789,51,1,3.09999990463257,87930,Mathematics,Problem solving and decision making,Adaptability,3,Projections for 13-2031
'13-2041,Credit analysts,Line item,67.8000030517578,64.8000030517578,-4.40000009536743,3.70000004768372,80970,Adaptability,Critical and analytical thinking,Detail oriented,4,Projections for 13-2041
'13-2050,Financial analysts and advisors,Summary,881.900024414063,934.900024414063,6,62.2999992370605,99990,NULL,NULL,NULL,57,Projections for 13-2050
'13-2051,Financial and investment analysts,Line item,368.5,389.600006103516,5.69999980926514,25.1000003814697,101350,Writing and reading,Problem solving and decision making,Adaptability,23,Projections for 13-2051
'13-2052,Personal financial advisors,Line item,326,357.200012207031,9.60000038146973,24.1000003814697,102140,Writing and reading,Problem solving and decision making,Adaptability,21,Projections for 13-2052
'13-2053,Insurance underwriters,Line item,127,123.699996948242,-2.59999990463257,8.19999980926514,79880,Problem solving and decision making,Adaptability,Writing and reading,8.60000038146973,Projections for 13-2053
'13-2054,Financial risk specialists,Line item,60.5,64.4000015258789,6.5,4.80000019073486,106000,Mathematics,Writing and reading,Computers and information technology,4.40000009536743,Projections for 13-2054
'13-2061,Financial examiners,Line item,65.0999984741211,77.1999969482422,18.5,5.69999980926514,90400,Critical and analytical thinking,Writing and reading,Adaptability,4.5,Projections for 13-2061
'13-2070,Credit counselors and loan officers,Summary,333.200012207031,339.299987792969,1.79999995231628,22.5,69040,NULL,NULL,NULL,21.8999996185303,Projections for 13-2070
'13-2071,Credit counselors,Line item,31.7999992370605,32.9000015258789,3.29999995231628,2.20000004768372,50480,Adaptability,Problem solving and decision making,Writing and reading,2.09999990463257,Projections for 13-2071
'13-2072,Loan officers,Line item,301.399993896484,306.5,1.70000004768372,20.2999992370605,74180,Problem solving and decision making,Customer service,Adaptability,19.7999992370605,Projections for 13-2072
'13-2080,"      Tax examiners, collectors and preparers, and revenue agents",Summary,148.199996948242,151.199996948242,2.09999990463257,14.6999998092651,56160,NULL,NULL,NULL,14.3999996185303,Projections for 13-2080
'13-2081,"        Tax examiners and collectors, and revenue agents",Line item,57.5999984741211,56.5,-1.79999995231628,4.30000019073486,59740,Adaptability,Detail oriented,Writing and reading,4.40000009536743,Projections for 13-2081
'13-2082,Tax preparers,Line item,90.5999984741211,94.6999969482422,4.5,10.3999996185303,50560,Adaptability,Detail oriented,Computers and information technology,10,Projections for 13-2082
'13-2099,"      Financial specialists, all other",Line item,137.100006103516,141.399993896484,3.09999990463257,10.3000001907349,80190,Adaptability,Writing and reading,Problem solving and decision making,9.80000019073486,Projections for 13-2099
'15-0000,Computer and mathematical occupations,Summary,5416.7001953125,5962.2998046875,10.1000003814697,355.399993896484,105850,NULL,NULL,NULL,300.799987792969,Projections for 15-0000
'15-1200,Computer occupations,Summary,4985.60009765625,5414.39990234375,8.60000038146973,317.700012207031,105990,NULL,NULL,NULL,274.799987792969,Projections for 15-1200
'15-1210,Computer and information analysts,Summary,703.799987792969,801.400024414063,13.8999996185303,50.2000007629395,106890,NULL,NULL,NULL,40.4000015258789,Projections for 15-1210
'15-1211,Computer systems analysts,Line item,521.099975585938,566.5,8.69999980926514,34.2000007629395,103790,Computers and information technology,Critical and analytical thinking,Problem solving and decision making,29.7000007629395,Projections for 15-1211
'15-1212,Information security analysts,Line item,182.800003051758,234.899993896484,28.5,16,124910,Computers and information technology,Adaptability,Writing and reading,10.8000001907349,Projections for 15-1212
'15-1221,Computer and information research scientists,Line item,40.2999992370605,48.2999992370605,19.7000007629395,3.20000004768372,140910,Computers and information technology,Critical and analytical thinking,Problem solving and decision making,2.40000009536743,Projections for 15-1221
'15-1230,Computer support specialists,Summary,882.299987792969,858,-2.70000004768372,50.5,61550,NULL,NULL,NULL,52.9000015258789,Projections for 15-1230
'15-1231,Computer network support specialists,Line item,152.699996948242,155.5,1.79999995231628,9.60000038146973,73340,Adaptability,Computers and information technology,Detail oriented,9.39999961853027,Projections for 15-1231
'15-1232,Computer user support specialists,Line item,729.5,702.5,-3.70000004768372,40.7999992370605,60340,Computers and information technology,Adaptability,Writing and reading,43.5,Projections for 15-1232
'15-1240,Database and network administrators and architects,Summary,655.599975585938,668.400024414063,2,33.2999992370605,107480,NULL,NULL,NULL,32,Projections for 15-1240
'15-1241,Computer network architects,Line item,179.199996948242,200.600006103516,11.8999996185303,11.1999998092651,130390,Computers and information technology,Critical and analytical thinking,Writing and reading,9,Projections for 15-1241
'15-1242,Database administrators,Line item,78,77.5,-0.699999988079071,3.79999995231628,104620,Computers and information technology,Detail oriented,Problem solving and decision making,3.79999995231628,Projections for 15-1242
'15-1243,Database architects,Line item,66.9000015258789,72.6999969482422,8.69999980926514,4,135980,Computers and information technology,Critical and analytical thinking,Problem solving and decision making,3.40000009536743,Projections for 15-1243
'15-1244,Network and computer systems administrators,Line item,331.5,317.700012207031,-4.19999980926514,14.3000001907349,96800,Computers and information technology,Adaptability,Critical and analytical thinking,15.6999998092651,Projections for 15-1244
'15-1250,"      Software and web developers, programmers, and testers",Summary,2231.5,2527.69995117188,13.3000001907349,149.199996948242,129320,NULL,NULL,NULL,119.599998474121,Projections for 15-1250
'15-1251,Computer programmers,Line item,121.199996948242,113.900001525879,-6,5.5,98670,Computers and information technology,Adaptability,Critical and analytical thinking,6.19999980926514,Projections for 15-1251
'15-1252,Software developers,Line item,1693.80004882813,1961.40002441406,15.8000001907349,115.199996948242,133080,Computers and information technology,Critical and analytical thinking,Writing and reading,88.4000015258789,Projections for 15-1252
'15-1253,Software quality assurance analysts and testers,Line item,201.699996948242,221.899993896484,10,14,102610,Computers and information technology,Adaptability,Critical and analytical thinking,12,Projections for 15-1253
'15-1254,Web developers,Line item,86,92.5,7.5,5.40000009536743,90930,Computers and information technology,Adaptability,Detail oriented,4.80000019073486,Projections for 15-1254
'15-1255,Web and digital interface designers,Line item,128.899993896484,137.899993896484,7,9.10000038146973,98090,Computers and information technology,Adaptability,Detail oriented,8.19999980926514,Projections for 15-1255
'15-1299,"      Computer occupations, all other",Line item,472,510.5,8.19999980926514,31.2999992370605,108970,Computers and information technology,Adaptability,Critical and analytical thinking,27.3999996185303,Projections for 15-1299
'15-2000,Mathematical science occupations,Summary,431.100006103516,547.900024414063,27.1000003814697,37.7000007629395,104620,NULL,NULL,NULL,26.1000003814697,Projections for 15-2000
